Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/22/17 15:41,Suspect in Victoria mosque fire charged with hate crime,KVUE,Austin,TX,http://www.kvue.com/news/local/texas-news/suspect-in-victoria-mosque-fire-charged-with-hate-crime/451668379,device federal felony fire hate indictment marq mosque perez religious south texas victoria device federal felony fire hate indictment marq mosque perez religious south texas victoria,"VICTORIA - Federal authorities announced Thursday the indictment of a South Texas man with a hate crime in connection with a January mosque fire in Victoria.	The indictment said 25-year-old Marq Perez of Victoria faces several charges, including damage to"
6/22/17 16:15,Ohio street named after John Arthur and Jim Obergefell,San Diego Gay & Lesbian News,San Diego,CA,http://sdgln.com/news/2017/06/22/ohio-street-named-after-john-arthur-and-jim-obergefell,arthur cincinnati city community diego jim john lgbt marriage mercer named obergefell street arthur cincinnati city community diego jim john lgbt marriage mercer named obergefell street,"by Timothy Rawles - Community Editor for SDGLN	John Arthur & Jim Obergefell are historic figures in the LGBT community, and now they have been immortalized in the City of Cincinnati.	The marker is especially significant, not only because we are coming up"
6/22/17 16:48,More Than 100 Federal Agencies Fail to Report Hate Crimes to FBI National Database,Boise Weekly,Boise,ID,https://m.boiseweekly.com/boise/more-than-100-federal-agencies-fail-to-report-hate-crimes-to-fbi-national-database/Content?oid=5674298,agencies beyer blasher crime crimes database enforcement fbi federal hate information justice national propublica agencies beyer blasher crime crimes database enforcement fbi federal hate information justice national propublica agencies beyer blasher crime crimes database enforcement fbi federal hate information justice national propublica agencies beyer blasher crime crimes database enforcement fbi federal hate information justice national propublica,"The gaps in data damage efforts to understand the nature and scope of violence driven by racial and religious hatred.	by AC Thompson, ProPublica and Ken Schwencke, ProPublica	In violation of a longstanding legal mandate, scores of federal law enforcement"
6/22/17 20:33,Nabra Hassanen Memorial Catches Fire In Dupont Circle,Newburgh Gazette,,,http://newburghgazette.com/2017/06/23/nabra-hassanen-memorial-catches-fire-in-dupont-circle/,chapel fairfax hassanen hate hijab hill islamic martinez mourners muslim nabra roessler vigil,"Roessler said police have ""absolutely no evidence"" that her killing was motivated by hate, but says ""that's the myth, isn't it?"" Many people saw a parallel with the 2015 killing of three young Muslims in Chapel Hill, NC, which police said had been sparked"
6/23/17 1:37,"His Life Cut Short, Vincent Chin Is Remembered For What Might Have Been",WBUR,Boston,MA,http://www.wbur.org/npr/533977175/his-life-cut-short-vincent-chin-is-remembered-for-what-might-have-been,american chin china ebens friends immigrants japan kim koivu nitz rally storycorps vincent wedding,"Gary Koivu and his wife Kim came to StoryCorps to talk about Koivu's friend Vincent Chin. Chin died 35 years ago, and his death became a rallying cry for stronger federal hate crime legislation.	In 1982, Vincent Chin was a 27-year-old draftsman at an"
6/23/17 5:22,120 Fed Agencies Fail to Report Hate Crimes to FBI,The Crime Report,New York,NY,https://thecrimereport.org/2017/06/23/120-federal-agencies-fail-to-report-hate-crimes-to-fbi/,administration agencies amtrak amy blasher cjis crimes criminal database enforcement fbi federal hate information justice law propublica service administration agencies amtrak amy blasher cjis crimes criminal database enforcement fbi federal hate information justice law propublica service administration agencies amtrak amy blasher cjis crimes criminal database enforcement fbi federal hate information justice law propublica service administration agencies amtrak amy blasher cjis crimes criminal database enforcement fbi federal hate information justice law propublica service,"By Crime and Justice News | 39 mins ago	In violation of a longstanding legal mandate, scores of federal law enforcement agencies are failing to submit statistics to the FBI's national hate crimes database, reports ProPublica. The lack of participation by"
6/23/17 6:30,Nabra Hassanen Memorial on Fire,AppsforPCdaily,,,http://appsforpcdaily.com/2017/06/nabra-hassanen-memorial-on-fire/,anti butorac crime dawn defamation fire hassanen hate itunes league martinez muslim nabra police torres,"Still, justice advocacy groups, including the Anti-Defamation League, are encouraging police to not dismiss the possibility of a hate crime. ""We must come together to send an opposing message that all people, regardless of their religious or ethnic"
6/23/17 11:45,Anti-Semitism monitoring office will reportedly be abandoned in July,ThinkProgress,Washington,DC,https://thinkprogress.org/anti-semitism-no-staff-trump-jewish-groups-hate-crimes-9e63be00d757,abroad adl anti envoy holocaust jewish jews office semitism special state trump unstaffed,"Attacks targeting Jews are at a record high at home, but the State Department doesn't think special monitoring abroad is necessary.	A Holocaust memorial, in the background on the left, and a smaller plaque in the foreground, sprayed with anti-semitic"
6/23/17 11:56,Victoria Mosque Arson Suspect Charged With Federal Hate Crime,KERA News,Dallas,TX,http://keranews.org/post/victoria-mosque-arson-suspect-charged-federal-hate-crime,abe arson attorney crime district fire indictment islamic martinez mosque perez southern texas victoria wilcox,"By Michael Marks дуў 2 hours ago	Victoria firefighters respond to a fire at the Victoria Islamic Center Saturday morning in Victoria, Texas, on Jan. 28, 2017. The mosque was fully engulfed by the time firefighters arrived.	It's been five months since the"
6/23/17 13:03,Naperville Lawyer Co-Authors New Hate Crime Bill,Naperville Community Television,Naperville,Illinois,https://www.nctv17.com/naperville-lawyer-co-authors-new-hate-crime-bill/,bill covert crime director diversity executive hate house kifowit lawyers offenders representatives sadia state stephanie ucare unlearn bill covert crime director diversity executive hate house kifowit lawyers offenders representatives sadia state stephanie ucare unlearn,"Local lawyer Sadia Covert worked with State Representative Stephanie Kifowit and others on new legislation that will make it easier to punish hate crimes, and educate the offenders.	House Bill 2390 requires hate crime offenders to take a diversity course,"
6/23/17 13:48,"In Bukavu, anti-LGBTI hate crimes are common, condoned",Erasing 76 Crimes,Laguna Niguel,California,https://76crimes.com/2017/06/23/in-bukavu-anti-lgbti-hate-crimes-are-common-condoned/,action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social action alcis anti barbarities bukavu city congo crimes democratic hate intolerance kawa lgbti river social,"After three military police officers threatened seven LGBTI youth,s the youths jumped into this ravine connected to the Kawa River in Bukavu. (Photo courtesy of ALCIS)	Threats, forced evictions, anti-LGBTI protests. The security situation of LGBTI people"
6/23/17 14:00,US Muslim group launches cellphone app to report hate crimes,Reuters,,,http://in.reuters.com/article/usa-islam-technology-idINKBN19E2HO,american anti app bias cair corey crimes democracy group hate incident incidents islamic muslim relations united work,"By Riham Alkousaa | NEW YORK	Hoping to get an accurate count of anti-Muslim hate crimes in the United States, the Council on American-Islamic Relations (CAIR) on Friday launched a mobile app allowing victims to report bias incidents.	The group launched"
6/23/17 15:18,Nabra Hassanen's murder feeds anti-immigrant rhetoric on the conservative internet,Jefferson Public Radio,Ashland,OR,http://ijpr.org/post/nabra-hassanens-murder-feeds-anti-immigrant-rhetoric-conservative-internet,adams city crime hassanen hate immigrants incarceration lawful muslim nabra nowrasteh undocumented virginia york adams city crime hassanen hate immigrants incarceration lawful muslim nabra nowrasteh undocumented virginia york,"By Maria Murriel дуў 6 minutes ago	An attendee leaves flowers for Nabra Hassanen, a teenage Muslim girl killed by a bat-wielding motorist near a Virginia mosque, during a vigil in New York City, June 20, 2017.	Nabra Hassanen was with friends outside her"
6/23/17 15:18,One can be religious and still be 'one of us',Washington Post,Washington,DC,https://www.washingtonpost.com/opinions/one-can-be-religious-and-still-be-one-of-us/2017/06/23/573a1c80-56a1-11e7-840b-512026319da7_story.html,american austin girl hassanen hufsa husain islamic marginalizes metro muslim nabra religiosity religious remains shuddering spirituality stereotypically theorizing american austin girl hassanen hufsa husain islamic marginalizes metro muslim nabra religiosity religious remains shuddering spirituality stereotypically theorizing,"Why is it that in order for the modern-day victim of a religious hate crime to merit sympathy, he or she must have distanced him- or herself from the possibility of having been pious?	The June 19 Metro article думRemains thought to be missing girl'sдуќ"
6/23/17 15:18,Texas man charged with hate crime for allegedly setting fire to mosque,newsindiatimes.com,New York,New York,http://www.newsindiatimes.com/texas-man-charged-with-hate-crime-for-allegedly-setting-fire-to-mosque/28048,attorney burning destructive district facebook federal fire hate indictment islamic marq mosque perez sic texas victoria vincent attorney burning destructive district facebook federal fire hate indictment islamic marq mosque perez sic texas victoria vincent attorney burning destructive district facebook federal fire hate indictment islamic marq mosque perez sic texas victoria vincent,"Victoria Islamic Center in Victoria, Texas was set on fire Jan. 28. On June 22, a federal grand jury in Victoria indicted Marq Vincent Perez, 25, for allegedly burning the mosque. (Photo: Facebook)	A federal grand jury in Victoria, Texas has returned a"
6/23/17 21:18,Memorial for Muslim teen murdered in Virginia set on fire,AppsforPCdaily,,,http://appsforpcdaily.com/2017/06/memorial-for-muslim-teen-murdered-in-virginia-set-on-fire/,drove fairfax hassanen hate law loudoun mark muslim nabra police torres vigil virginia,"Fairfax County Police said they don't have any evidence that points to a hate crime.	There's no way to downplay it as being rooted in anything other than hate.	Virginia law defines these crimes, in part, as attempts to intimidate or instill fear in people"
6/23/17 1:37,Qatar's neighbours issue steep list of demands to end crisis,AppsforPCdaily,,,http://appsforpcdaily.com/2017/06/qatars-neighbours-issue-steep-list-of-demands-to-end-crisis/,arab bahrain demand donald emirates hate kalin list nabra president qatar saudi united_states urging,"It is now more than two weeks since countries including Saudi Arabia, the United Arab Emirates and Bahrain cut off diplomatic ties with the state.	US President Donald Trump has taken a tough stance on Qatar, accusing it of being a ""high level"" sponsor of"
6/23/17 7:37,US community unites in spirit of slain Muslim teen,Leicester Post,,,http://leicesterpost.com/2017/06/23/u-s-community-unites-in-spirit-of-slain-muslim-teen/,barakat darwin drove hassanen jonathan martinez memorial mosque muslim nabra police pond teen torres virginia,"A man has been arrested after setting a fire on the memorial for Nabra Hassanen, a Muslim teen killed near a Mosque in Virginia during a suspected road-rage incident.	At around 10:00 am, according to a police report from the Metropolitan Police"
6/23/17 10:03,The man who set fire to the Victoria Islamic church will be charged with a hate crime,Rare.us,,,http://rare.us/local/houston/the-man-who-set-fire-to-the-victoria-islamic-church-will-be-charged-with-a-hate-crime/,arson burglary charges crime fire hate islamic mark perez victoria vincent,"The man who allegedly set fire to the Victoria Islamic Center has been indicted on three counts in connection with the January incident, including a hate-crime charge.	A federal grand jury returned the indictment against 25-year-old Mark Vincent Perez on"
6/23/17 11:11,"A Muslim Community Responds to a Murder, Hate Crime or Not",The New Yorker,New York,NY,http://www.newyorker.com/news/news-desk/a-muslim-community-responds-to-a-murder-hate-crime-or-not,adams crime hassanen hate jaka mosque murder muslim nabra north police reston sterling torres virginia adams crime hassanen hate jaka mosque murder muslim nabra north police reston sterling torres virginia adams crime hassanen hate jaka mosque murder muslim nabra north police reston sterling torres virginia adams crime hassanen hate jaka mosque murder muslim nabra north police reston sterling torres virginia adams crime hassanen hate jaka mosque murder muslim nabra north police reston sterling torres virginia,"By Jonathan Blitzer	A vigil in Reston, Virginia, for Nabra Hassanen, who was murdered near her mosque early on Sunday morning.	Mohmoud Hassanen, the father of the seventeen-year-old Northern Virginia high-school student who was murdered near her mosque"
6/23/17 12:07,Disarm Hate: Gun sense advocates rally in West Chester for Casey bill,Daily Local News,Chester,PA,http://www.dailylocal.com/article/DL/20170623/NEWS/170629906,bill buglio casey chester costello crimes disarm gun hate ryan sense violence west bill buglio casey chester costello crimes disarm gun hate ryan sense violence west bill buglio casey chester costello crimes disarm gun hate ryan sense violence west bill buglio casey chester costello crimes disarm gun hate ryan sense violence west bill buglio casey chester costello crimes disarm gun hate ryan sense violence west bill buglio casey chester costello crimes disarm gun hate ryan sense violence west,"Kate Rogers, of West Chester, and Terrell Bryant, of Coatesville, protest outside the office of US Rep. Ryan Costello in West Chester Friday. думI want to stand up to gun violence, it's an ongoing problem in Coatesville,дуќ said Bryant. думA good place to"
6/23/17 16:41,Rare hate crime charges in Puyallup after teens accused of assaulting black man in park,The News Tribune,Tacoma,WA,http://www.thenewstribune.com/news/local/crime/article157971089.html,assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims assault charges court engle hill juvenile man park pierce pioneer puyallup scotland south teen victims,By Kenny Ocker	Five teens have been charged with a hate crime after Puyallup police said they hurled racial slurs at a black man before assaulting him in Pioneer Park earlier this week.	An 18-year-old man from South Hill was charged Friday in Pierce
6/23/17 22:26,Facebook is fighting off hate-crime on social media platforms,TopExaminer,,,http://topexaminer.com/2017/06/24/facebook-fighting-off-hate-crime-social-media-platforms/,amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle amber british charities civil counter courage cox extremism facebook hate initiative occi online remove rudd speech tackle,Internet companies have come under increased scrutiny from the British government in reference to their role in the spread of hate speech. Home Secretary Amber Rudd said the government was 'not frightened' to issue sanctions to companies that failed to
6/24/17 0:52,Virginia Community Mourns Muslim Teen Killed On Her Way To Mosque,ClickLancashire,,,http://clicklancashire.com/2017/06/24/virginia-community-mourns-muslim-teen-killed-on-her-way-to.html,ajha area chadwell daughter dulles hassanen hate john mehter mosque muslim nabra ngaliman society teen washington ajha area chadwell daughter dulles hassanen hate john mehter mosque muslim nabra ngaliman society teen washington,"Magid is the religious leader of the All Dulles Area Muslim Society and spoke at the funeral there. ""That's what I told him"". ""It's a time in this country that we are seeing a lot of this kind of activity and it reinforces negative stereotypes"".	Share"
6/24/17 4:15,Thousands of Muslims attend funeral of Nabra Hassanen in US,AppsforPCdaily,,,http://appsforpcdaily.com/2017/06/thousands-of-muslims-attend-funeral-of-nabra-hassanen-in-us/,assaulted auto bat city darwin hassanen martinez mosque muslim nabra torres virginia york,"An attendee leaves flowers for Nabra Hassanen, a teenage Muslim girl killed by a bat-wielding motorist near a Virginia mosque, during a vigil in New York City, June 20, 2017.	""We keep hating each other for religion, color or like that"", he said. Virginia"
6/24/17 19:15,Police investigate 2 possible hate crimes against mosques,PhillyVoice.com,Philadelphia,PA,http://www.phillyvoice.com/police-investigate-2-possible-hate-crimes-against-/,annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento annur bacon bee california coehlo crimes davis handcuff hate islamic kirk masjid quran sacramento,"Hate Crime Police California Islam Mosques AP	By AP	SACRAMENTO, Calif. дуо Authorities in California are investigating two possible hate crimes against Islamic centers in Sacramento and Davis.	The Sacramento County Sheriff's Department says it is"
6/24/17 20:15,Victim of a hate crime? Now there's an app for that,Concho valley homepage,San Angelo,Texas,http://www.conchovalleyhomepage.com/news/national/victim-of-a-hate-crime-now-theres-an-app-for-that/750136019,american app cair cnn crime crimes democracy hate hooper incidents islamic muslim trump work american app cair cnn crime crimes democracy hate hooper incidents islamic muslim trump work,"(CNN) - If you are the victim of a hate crime, what would you do? Who would you call? What are the laws in your city or state that could protect you?	The Council on American-Islamic Relations launched a new civil rights app this week called ""Making"
6/24/17 2:22,Speaking Of 'Rigged',HuffPost,New York,NY,http://www.huffingtonpost.com/entry/speaking-of-rigged_us_594e2e4ae4b0f078efd981de,africa american black brown castile cincinnati columbus dubose juries jury justice lgbtq officers philando police reid rigged system africa american black brown castile cincinnati columbus dubose juries jury justice lgbtq officers philando police reid rigged system,"Within the last two weeks, much of the African American community has been thrown into abject pain yet again. The police officer who was seen shooting Philando Castile, killing him in front of his girlfriend and four-year-old daughter, was acquitted. Four"
6/24/17 7:03,US Muslim girl's murder seen as hate crime,ClickLancashire,,,http://clicklancashire.com/2017/06/24/us-muslim-girls-murder-seen-as-hate-crime.html,area darwin dulles fairfax girl hassanen hate martinez murder muslim nabra police salvador torres,"Nabra was among a group of teenagers who were gathered at the All Dulles Area Muslim Society for an all-night event overnight Saturday during Ramadan, and who were returning to the center after going to eat at a fast food restaurant.	Darwin Martinez"
6/24/17 10:48,Need to report a hate crime? Now there's an app for that,Bangor Daily News,Bangor,Maine,http://bangordailynews.com/2017/06/24/news/nation/need-to-report-a-hate-crime-now-theres-an-app-for-that/,american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york american anti app bias cair crimes democracy group hate incident incidents islamic muslim relations trump united york,"By Riham Alkousaa, Reuters	NEW YORK дуо Hoping to get an accurate count of anti-Muslim hate crimes in the United States, the Council on American-Islamic Relations, or CAIR, launched a mobile app Friday allowing victims to report bias incidents.	The group"
6/24/17 11:56,The peril of looking Middle Eastern,Corpus Christi Caller-Times,Corpus Christi,TX,http://www.caller.com/story/opinion/forums/2017/06/24/peril-looking-middle-eastern/424777001/,american anchorsupport buhmaid chicago ifath ill middle mohammed muslim pmpabout pmproj progressive qatar stereotypes university wilmette zhou american anchorsupport buhmaid chicago ifath ill middle mohammed muslim pmpabout pmproj progressive qatar stereotypes university wilmette zhou,"By Ifath Sayed , Tribune News Service (TNS)	A few years back, Mohammad Buhmaid was on his daily walk to the gym in Wilmette, Ill., a Chicago suburb mostly populated by affluent, white Americans. He saw a woman ahead of him turn and eye him suspiciously."
6/24/17 14:11,Amnesty calls for review of hate crime legal framework and police training in UK,JURIST,,,http://www.jurist.org/paperchase/2017/06/amnesty-international.php,allen amnesty briefing crime crimes director framework hate international jurist kate london manchester muslim police victims allen amnesty briefing crime crimes director framework hate international jurist kate london manchester muslim police victims,"by Jennifer Suder	[JURIST] Amnesty International UK (AI) [advocacy website] on Friday called for [press release] improved police training and a review of the legal framework as they relate to hate crimes in the UK. In a news briefing tilted ""Against Hate:"
6/24/17 14:21,"Rattled by hate incidents here and abroad, Minnesota Muslims take new precautions",Minneapolis Star Tribune,Minneapolis,MN,http://www.startribune.com/rattled-by-hate-incidents-here-and-abroad-minnesota-muslims-take-new-precautions/430584913/,dinka hate incidents karmel london mall minneapolis minnesota mosque muslim roble security dinka hate incidents karmel london mall minneapolis minnesota mosque muslim roble security dinka hate incidents karmel london mall minneapolis minnesota mosque muslim roble security dinka hate incidents karmel london mall minneapolis minnesota mosque muslim roble security dinka hate incidents karmel london mall minneapolis minnesota mosque muslim roble security,"The fears leading to added security and extra precautions are not misplaced, according to new crime data.	By Stephen Montemayor and Faiza Mahamud Star Tribune	Renee Jones Schneider, Star Tribune An armed security guard patrolled the Karmel Mall in"
6/24/17 19:15,"Police investigate 2 possible hate crimes against mosques - WBOC-TV 16, Delmarvas News Leader, FOX 21 -",WBOC TV 16,Salisbury,MD,http://www.wboc.com/story/35743127/police-investigate-2-possible-hate-crimes-against-mosques,annur authorities bacon california davis donald factored hate islamic masjid mistakenly officer quran sacramento solar trump wall,The lawyer for a black St. Louis police officer who was off-duty when he tried to help in an arrest but was mistakenly shot by a white officer says his client's race factored into it.More	The lawyer for a black St. Louis police officer who was off-duty
6/24/17 19:15,Police investigate 2 possible hate crimes against mosques - KSBY.com | San Luis Obispo and Santa Barbara Area News,KSBY San Luis Obispo News,San Luis Obispo,CA,http://www.ksby.com/story/35743063/police-investigate-2-possible-hate-crimes-against-mosques,2sdghm2 annur authorities bacon bee california coehlo crimes davis handcuff hate islamic masjid quran sacramento 2sdghm2 annur authorities bacon bee california coehlo crimes davis handcuff hate islamic masjid quran sacramento,"SACRAMENTO, Calif. (AP) - Authorities in California are investigating two possible hate crimes against Islamic centers in Sacramento and Davis.	The Sacramento County Sheriff's Department says it is investigating an incident at Masjid Annur Islamic Center"
6/24/17 19:15,Police investigate 2 possible hate crimes against mosques - KOAM TV 7,KOAM-TV,Pittsburg,KS,http://www.koamtv.com/story/35743127/police-investigate-2-possible-hate-crimes-against-mosques,2sdghm2 annur authorities bacon border california davis donald hate islamic masjid panels quran sacramento solar trump wall,AP National News VideoMore>>	President Donald Trump wants to add solar panels to his long-promised southern border wall _ a plan he said would help pay for the wall's construction.	President Donald Trump wants to add solar panels to his long-promised
6/24/17 19:15,"Police investigate 2 possible hate crimes against mosques - WGEM.com: Quincy News, Weather, Sports, and Radio",WGEM,Quincy,Illinois,http://www.wgem.com/story/35743127/police-investigate-2-possible-hate-crimes-against-mosques,angeles beck charlie chief climate donald gay gondola iowa medicaid police republican sacramento senate southern spotlighting square wildfire york,Governors in states that expanded Medicaid are wary of a bill revealed Thursday by Republican leaders in the US Senate.	Governors in states that expanded Medicaid are wary of a bill revealed Thursday by Republican leaders in the US Senate.	Los Angeles
6/24/17 19:15,Police investigate 2 possible hate crimes against mosques - KATC.com | Continuous News Coverage | Acadiana-Lafayette,KATC Lafayette News,Lafayette,LA,http://www.katc.com/story/35743127/police-investigate-2-possible-hate-crimes-against-mosques,2sdghm2 annur authorities bacon bee california coehlo crimes davis handcuff hate islamic masjid quran sacramento 2sdghm2 annur authorities bacon bee california coehlo crimes davis handcuff hate islamic masjid quran sacramento,"SACRAMENTO, Calif. (AP) - Authorities in California are investigating two possible hate crimes against Islamic centers in Sacramento and Davis.	The Sacramento County Sheriff's Department says it is investigating an incident at Masjid Annur Islamic Center"
6/24/17 19:27,"Victim of a hate crime? Now there's an app for that - KRTV News in Great Falls, Montana",KRTV Great Falls News,Great Falls,MT,http://www.krtv.com/story/35743064/victim-of-a-hate-crime-now-theres-an-app-for-that,american app cair cnn crime crimes democracy hate hooper incidents islamic muslim relations work,"If you are the victim of a hate crime, now there's a mobile app for that. The Council on American-Islamic Relations launched a new civil rights app called ""Making Democracy Work for Everyone."" It allows users to quickly report bias incidents they...	If"
6/24/17 19:30,Victim of a hate crime? Now there's an app for that - Erie News Now | WICU & WSEE,erienewsnow.com,Union City,PA,http://www.erienewsnow.com/story/35743064/victim-of-a-hate-crime-now-theres-an-app-for-that,,
6/24/17 19:42,"Police investigate 2 possible hate crimes against mosques - ABC6 - Providence, RI and New Bedford, MA News, Weather",WLNE-TV (ABC6),Providence,RI,http://www.abc6.com/story/35743127/police-investigate-2-possible-hate-crimes-against-mosques,annur authorities bacon california davis donald factored hate islamic masjid mistakenly officer quran sacramento solar trump wall,Entertainment news from the AP	The lawyer for a black St. Louis police officer who was off-duty when he tried to help in an arrest but was mistakenly shot by a white officer says his client's race factored into it.More >>	The lawyer for a black St. Louis
6/24/17 19:48,Media Release: Detectives Investigate Possible Hate Crime Outside South Sacramento Islamic Center,sacsheriff.com,Arden-Arcade,CA,http://www.sacsheriff.com/media/Release.aspx?id=1686,,
6/24/17 22:03,"Police Investigate 2 Possible Hate Crimes Against Mosques in Sacramento, Davis",NBC Bay Area,San Francisco,CA,http://www.nbcbayarea.com/news/california/Police-Investigate-2-Possible-Hate-Crimes-Against-Mosques-430632253.html,annur bacon bee burned california crimes davis fence hate islamic masjid quran sacramento annur bacon bee burned california crimes davis fence hate islamic masjid quran sacramento annur bacon bee burned california crimes davis fence hate islamic masjid quran sacramento annur bacon bee burned california crimes davis fence hate islamic masjid quran sacramento,"A burned Quran is handcuffed to a fence in the parking lot of the Sacramento County Sheriff's Department. (June 24, 2017)	Authorities in California are investigating two possible hate crimes against Islamic centers in Sacramento and Davis.	The Sacramento"
6/25/17 2:00,More than 100 federal agencies fail to report hate crimes to FBI,The CT Mirror,Hartford,CT,https://ctmirror.org/2017/06/25/more-than-100-federal-agencies-fail-to-report-hate-crimes-to-fbi/,agencies beyer blasher bureau crime crimes database enforcement fbi federal hate information justice propublica agencies beyer blasher bureau crime crimes database enforcement fbi federal hate information justice propublica agencies beyer blasher bureau crime crimes database enforcement fbi federal hate information justice propublica,"In violation of a longstanding legal mandate, scores of federal law enforcement agencies are failing to submit statistics to the FBI's national hate crimes database, ProPublica has learned.	The lack of participation by federal law enforcement represents a"
