Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
8/4/17 14:24,Two men attack transgender woman on Staten Island,Metro Weekly,,,http://www.metroweekly.com/2017/08/two-men-attack-transgender-woman-staten-island/,court crime criminal daily epithets faggot hate island jones men stapleton staten tapharia transgender woman yaqwa york,"By John Riley on August 4, 2017 @JohnAndresRiley	Two men face hate crime charges after they were arrested for beating up a transgender woman in Staten Island's Stapleton neighborhood.	Police say Tapharia Jones, 24, and Yaqwa Jones, 20, attacked a"
8/4/17 15:52,More than 100 federal agencies fail to report hate crimes to the FBI's National Database,Philadelphia Sunday Sun,Philadelphia,PA,http://www.philasun.com/stateside/100-federal-agencies-fail-report-hate-crimes-fbis-national-database/,agencies beyer blasher crime crimes database enforcement fbi federal hate information justice national propublica,"By AC Thompson and Ken Schwencke	In violation of a longstanding legal mandate, scores of federal law enforcement agencies are failing to submit statistics to the FBI's national hate crimes database, ProPublica has learned.	The lack of participation by"
8/4/17 16:03,Words Can Kill / Michelle Carter,enumclaw.com,Enumclaw,WA,https://enumclaw.com/news/2017/08/04/words-can-kill-michelle-carter/,,
8/4/17 19:03,"For more than a century, Sikhs in the US have faced suspicion and violence",Business Insider,New York,NY,http://www.businessinsider.com/sikh-hate-crimes-discrimination-america-2017-8,bellingham bhullar cronn flickr hate immigrants india khalsa mukker nanak northwest sikh sikhs singh turban washington bellingham bhullar cronn flickr hate immigrants india khalsa mukker nanak northwest sikh sikhs singh turban washington bellingham bhullar cronn flickr hate immigrants india khalsa mukker nanak northwest sikh sikhs singh turban washington,"Bellingham, Washington, is usually thought of as a picturesque Northwest harbor town, but it was the setting of a huge anti-Sikh riot. Curtis Cronn / Flickr	The 1907 episode in a seaside timber town in Washington came to be known as the Bellingham Riots."
8/5/17 2:00,"Five years after a massacre, our shared duty to combat hate aimed at Sikhs and Muslims",New York Daily News,New York,NY,http://www.nydailynews.com/opinion/years-massacre-duty-combat-hate-article-1.3380620,american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc american creek gurdwara guru hate house muslim nazi oak ragheads religion sikh sikhs towelheads turban wisc,"BY Sapreet Kaur	On Aug. 5, 2012, a neo-Nazi gunman opened fire on his fellow Americans at a gurdwara (Sikh house of worship) in Oak Creek, Wisc., killing six people and permanently injuring several more, including a law enforcement officer. As Sikhs mark"
8/5/17 4:03,"5 years after mass shooting, Wisconsin Sikh community remains united to combat hatred",Madison.com,Madison,WI,http://host.madison.com/wsj/news/local/crime/years-after-mass-shooting-wisconsin-sikh-community-remains-united-to/article_bc0c94c2-9191-5450-b81d-9e8695e704c1.html,creek kaleka madison michaelis milwaukee oak pardeep shot sikh society temple wisconsin worshipers creek kaleka madison michaelis milwaukee oak pardeep shot sikh society temple wisconsin worshipers,"IVAN MORENO AP	Members of the Sikh Society of Madison hold a candlelight vigil outside the society's temple in Middleton on Aug. 7, 2012. The prayer service followed a shooting at the Sikh Temple of Wisconsin in Oak Creek that claimed the lives of six"
8/5/17 8:05,FBI: Explosive detonated at Minnesota mosque,Fredericksburg.com,Fredericksburg,VA,http://www.fredericksburg.com/news/news-wire/police-investigate-blast-at-minnesota-mosque-nobody-hurt/article_143a16a9-138c-5630-a973-2c686e543972.html,bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper bloomington chief dar explosion explosive farooq fbi islamic jeff minneapolis minnesota mosque muslim potts worshipper,"Law enforcement officials investigate an explosion at the Dar Al-Farooq Islamic Center in Bloomington, Minn., on Saturday, Aug. 5, 2017. Bloomington police Chief Jeff Potts said Saturday that investigators are trying to determine the cause of the blast."
8/5/17 12:30,"Police confirm Minnesota mosque was attacked, FBI takes lead",The Daily Breeze,Torrance,CA,http://www.dailybreeze.com/article/LI/20170805/NEWS/170809709,abdalrahman blast bloomington chief dar explosion farooq fbi islamic jeff minnesota mosque star tribune worshipper abdalrahman blast bloomington chief dar explosion farooq fbi islamic jeff minnesota mosque star tribune worshipper abdalrahman blast bloomington chief dar explosion farooq fbi islamic jeff minnesota mosque star tribune worshipper abdalrahman blast bloomington chief dar explosion farooq fbi islamic jeff minnesota mosque star tribune worshipper abdalrahman blast bloomington chief dar explosion farooq fbi islamic jeff minnesota mosque star tribune worshipper,"Law enforcement officials investigate an explosion at the Dar Al-Farooq Islamic Center in Bloomington, Minn., on Saturday, Aug. 5, 2017. Bloomington police Chief Jeff Potts said Saturday that investigators are trying to determine the cause of the blast."
8/5/17 13:26,Port: North Dakota doesn't need hate crime legislation,WDAZ,Grand Forks,ND,http://www.wdaz.com/opinion/columns/4307038-port-north-dakota-doesnt-need-hate-crime-legislation,crime crimes criminalizes fargo hate james law legislation north_dakota nyu opportunists parachuted politicize professor proponents school time walmart crime crimes criminalizes fargo hate james law legislation north_dakota nyu opportunists parachuted politicize professor proponents school time walmart,"By Rob Port on Aug 5, 2017 at 3:23 pm	parking lot of a Fargo Walmart made national headlines, the usual cast of political opportunists have parachuted in to make political hay.	North Dakota is one of just a few states without hate crime legislation on the"
8/5/17 14:00,Five Years of Massacre: Sikh Community in US Continue to Hail Act Of Kindness,http://www.newsgram.com/,,,https://www.newsgram.com/five-years-of-massacre-sikh-community-in-us-continue-to-hail-act-of-kindness/,creek gurdwara kaleka oak shooting sikh sikhs supremacist supremacy temple voa white wisconsin creek gurdwara kaleka oak shooting sikh sikhs supremacist supremacy temple voa white wisconsin,"Six people were killed when a white supremacist attacked the Gurdwara or Sikh Temple of Wisconsin five years ago. VOA	Aug 06, 2017: Over the past year, minorities across the United States have increased their outreach to the public and efforts to make"
8/5/17 14:56,"WATCH: An explicit, troubling portrait of race divides Texas town",Salon,,,http://www.salon.com/2017/08/05/watch-an-explicit-troubling-portrait-of-race-divides-texas-town/,american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two american byrd documentary dow filmed james jasper murder nagan portrait pov texas town towns two,"POV documentary ""Two Towns of Jasper"" follows a community's reaction to the 1998 murder of James Byrd, Jr.	Broken trust, stereotypes, a historically unjust justice system and internal prejudices: These are just some of the issues that both captivated and"
8/5/17 20:56,A white man called her kids the n-word. Facebook stopped her from sharing it.,Chicago Tribune,Chicago,IL,http://www.chicagotribune.com/bluesky/technology/ct-facebook-hate-speech-20170805-story.html,american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg american billoo black bulzone censoring content facebook hate islamic jose latour posts relations speech zahra zuckerberg,"Zahra Billoo, of the Council on American-Islamic Relations, says she posted a threatening letter received by a San Jose mosque on four Facebook accounts. She was baffled when the company removed it from two and left it up on two others.	Francie Latour was"
8/5/17 21:07,Hate crime or act of terror?' FBI probes IED bombing attack on Minnesota mosque дуо RT America,Standard Republic,,,http://www.standardrepublic.com/2017/08/hate-crime-or-act-of-terror-fbi-probes-ied-bombing-attack-on-minnesota-mosque-rt-america/14662.htm,american attack blast bloomington dar device explosion explosive farooq fbi hate ied islamic minnesota mosque american attack blast bloomington dar device explosion explosive farooq fbi hate ied islamic minnesota mosque american attack blast bloomington dar device explosion explosive farooq fbi hate ied islamic minnesota mosque,By alexander simon	Home Њй Posts Њй International Њй 'Hate crime or act of terror?' FBI probes IED bombing attack on Minnesota mosque дуо RT America	The FBI believes that an Improvised Explosive Device (IED) caused the blast that rocked the Dar Al-Farooq
8/5/17 21:07,&#039;Hate crime or act of terror?' FBI probes IED bombing attack on Minnesota mosque,Newsline,,,https://newsline.com/039hate-crime-or-act-of-terror-fbi-probes-ied-bombing-attack-on-minnesota-mosque/,attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota attack blast bloomington dar device explosion explosive farooq fbi ied imam improvised investigation islamic minnesota,"The FBI believes that an Improvised Explosive Device (IED) caused the blast that rocked the Dar Al-Farooq Islamic Center in Bloomington, Minnesota. While the explosion caused some damage, no one was killed in the attack that occurred during Saturday"
8/6/17 1:26,"Opinion/Commentary: Five years later, why Virginians must remember Oak Creek killings",The Daily Progress,Charlottesville,VA,http://www.dailyprogress.com/opinion/opinion-commentary-five-years-later-why-virginians-must-remember-oak/article_e313ed82-7945-11e7-a867-2fe444a5b065.html,american army asia bias bullying creek hate interfaith nanak nazi oak pose religion sikh sikhs virginia wisconsin,"On the morning of Aug. 5, 2012, a neo-Nazi gunman murdered six Americans who gathered to pray at a gurdwara (Sikh house of worship) in Oak Creek, Wisconsin. The Oak Creek massacre ranks among the most lethal hate crimes in the modern history of our"
